number,category,categories,state,created,labels,title
1332,feature,feature,CLOSED,2026-08-11,enhancement|area:sdk|area:mcp,Runtime-parity for agent guidance: install the Haven skill (or equivalent) for Codex and Hermes
1330,feature,feature,CLOSED,2026-08-11,enhancement|test|area:sdk|area:mcp|area:docs,Store Hermes hosted-MCP credential in its native .env
1328,rail-retirement,rail-retirement,CLOSED,2026-08-11,money-path|area:backend|area:sdk|area:mcp|area:docs,Retire the legacy MPP demo merchant flow
1326,feature,feature,CLOSED,2026-08-11,enhancement|test|area:sdk|area:mcp|area:docs,Add Hermes Agent as a first-class @haven_ai/connect runtime
1321,logic-bug,logic-bug,CLOSED,2026-08-11,money-path|area:sdk|area:mcp,fix(mcp): handshake hosted paid-MCP quote probes
1319,false-instrument,false-instrument,CLOSED,2026-08-11,money-path|area:backend,Delegation-rail preflight: test the degrade path + surface the #1145 RPC-fallback nuance
1312,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|backend|test|money-path|area:backend|area:sdk|area:mcp,x402 catalog purchases: add end-to-end agent-path QA scenario
1311,feature,feature,CLOSED,2026-08-11,documentation|enhancement|mcp|sdk|money-path|area:sdk|area:mcp|area:docs,x402 MCP tools: compress agent-facing descriptions around the critical path
1310,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|backend|money-path|area:backend|area:sdk|area:mcp,x402 settlement responses: include post-purchase allowance summary
1309,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|signer|money-path|area:sdk|area:mcp,x402 signer compatibility: make support checks machine-readable and automatic
1308,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|backend|money-path|area:backend|area:sdk|area:mcp,"x402 MCP tools: return structured next_action, agent_summary, and warnings"
1307,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|backend|signer|money-path|area:backend|area:sdk|area:mcp,x402 MCP purchase: compact sign and settle continuation by payment_id
1306,feature,feature,CLOSED,2026-08-11,enhancement|mcp|sdk|backend|money-path|area:backend|area:sdk|area:mcp,x402 catalog purchase: add guided preflight by catalog_id
1305,feature,feature,CLOSED,2026-08-11,enhancement|epic|mcp|sdk|backend|demo-ready|money-path,Epic: Guided catalog purchase flow for x402 MCP agents
1301,feature,feature,CLOSED,2026-08-11,enhancement|mcp,Local MCP parity: base-URL merchant endpoint discovery (#1271) in packages/mcp
1300,logic-bug,logic-bug,CLOSED,2026-08-11,money-path|area:sdk,Bound the merchant probe fetch in quoteX402 with a timeout
1297,logic-bug,logic-bug,CLOSED,2026-08-11,,Fix demo merchant catalog discovery for dev/prod agents
1289,other,other,OPEN,2026-08-10,coordination,🤝 Agent coordination channel (standing)
1288,false-instrument,false-instrument,CLOSED,2026-08-10,money-path|area:backend,Prove the x402 rail-scoping clause behaviorally on the real-Postgres suite
1279,false-instrument,false-instrument,CLOSED,2026-08-10,code-quality,Demo merchant: test gaps + nits from the correctness audit
1278,logic-bug,logic-bug,CLOSED,2026-08-10,bug,Demo merchant: a genuinely reverted settlement tx can never be retried (retry loop re-confirms the dead hash)
1275,feature,feature,CLOSED,2026-08-10,enhancement|mcp|sdk|money-path,x402 agent purchase: make max_amount cap guidance explicit and enforce before signing
1274,feature,feature,CLOSED,2026-08-10,enhancement|mcp|demo-ready,x402 demo merchant: expose stable machine-readable product metadata
1273,feature,feature,CLOSED,2026-08-10,enhancement|mcp|demo-ready,x402 demo merchant: return structured purchase summary for agent reporting
1272,feature,feature,CLOSED,2026-08-10,enhancement|mcp|sdk|signer|money-path,x402 agent purchase: compact signer handoff and hide bulky typed-data by default
1271,feature,feature,CLOSED,2026-08-10,enhancement|mcp|backend|demo-ready,x402 agent purchase: auto-discover merchant MCP endpoints from base URLs
1270,feature,feature,CLOSED,2026-08-10,enhancement|epic|mcp|sdk|backend|demo-ready|money-path,Epic: Improve the agent x402 purchase experience
1264,logic-bug,logic-bug,CLOSED,2026-08-10,bug|money-path,Delegation-rail signing payload cannot survive model-mediated transport in some agent runtimes — design a byte-free signing path
1263,logic-bug,logic-bug,CLOSED,2026-08-10,bug,x402 MCP delegation payment still fails: agents must re-emit typed_data_b64 manually
1256,logic-bug,logic-bug,CLOSED,2026-08-10,bug|money-path|area:sdk,x402 merchant header fails facilitator verify: validBefore has zero forward margin (all merchants with maxTimeoutSeconds ≥ ~elapsed latency)
1255,logic-bug,logic-bug,CLOSED,2026-08-10,bug,x402 demo merchant purchase fails: delegation typed-data digest mismatch
1254,logic-bug,logic-bug,CLOSED,2026-08-10,bug|mcp|signer|money-path,"Direct-rail (haven_pay) drops typed_data for delegation accounts — hosted MCP strips it, edge signer ignores it → AA24 on-chain"
1251,logic-bug,logic-bug,CLOSED,2026-08-10,bug|backend|money-path,MPP entry points fall through to LEGACY coverage for delegation-rail agents — manufacturing unexecutable approvals
1250,feature,feature,CLOSED,2026-08-10,,Update demo merchant MCP to expose x402 products in dev/prod with EIP-3009 and ERC-7710 settlement options
1248,feature,feature,CLOSED,2026-08-10,documentation,Docs staleness audit (weekly)
